date,intercept,EARNQLTY_weight,VALUE_weight,PROFIT_weight
1998-03-19,-0.00005049787751479872,0.00002425455820295741,0.00003719813754399226,-5.295773879476773e-6
1998-03-20,-0.00004947732043315857,0.000023096645558357,0.00003660424167728493,-5.085136267291013e-6
1998-03-23,-0.00004981028409318214,0.000024439338667553434,0.000036956721006120574,-7.795239259311693e-6
1998-03-24,-0.00005278398645520461,0.000023727617309232674,0.000038123573952386636,-8.906837389355271e-6
1998-03-25,-0.00005310569241926676,0.000023474095800030126,0.000038670442995270005,-8.574759663482201e-6
1998-03-26,-0.000055760859462340145,0.000021149169829592918,0.000041077080146612044,-7.356022386439953e-6
1998-03-27,-0.0000546198107578347,0.00002160429602196534,0.000039314462817463536,-8.44630672930391e-6
1998-03-30,-0.000052259695474339504,0.0000214550603424013,0.00003590988100798942,-0.000011653184579074605
1998-03-31,-0.00005334246696608965,0.00002160519450972176,0.00003464105221717695,-0.000011058901008831334
1998-04-01,-0.000052867200758511995,0.000022598057468375954,0.00003502604577459989,-0.0000116189482705642
1998-04-02,-0.00005319490106963796,0.000020289979804744007,0.00003519326185508209,-8.889727308170059e-6
1998-04-03,-0.000052457366975356484,0.000020062830343836602,0.0000355164969785271,-8.75934218524943e-6
1998-04-06,-0.000051013223247529025,0.000021157290850948307,0.00003282752544264689,-4.647338653795963e-6
1998-04-07,-0.00005258090446918478,0.000020720106207960942,0.0000343292389543004,-6.730160717283162e-6
1998-04-08,-0.00005283493535400655,0.000018500306758900686,0.00003347840735534735,-6.123666404900252e-6
1998-04-09,-0.000053621835773167735,0.000017907330935151844,0.00003472755864475374,-5.725708082826575e-6
1998-04-13,-0.00005369617703787803,0.000020579402524700807,0.000034276134858013396,-6.8807711929297355e-6
1998-04-14,-0.000051696039150121765,0.000021217890293911967,0.00003252433761652407,-7.96546317000102e-6
1998-04-15,-0.000052988205506852754,0.0000191538557344495,0.0000328805952060085,-7.826980934599881e-6
1998-04-16,-0.000053789747374456853,0.000018240462685670256,0.0000357063345174935,-7.422365315201684e-6
1998-04-17,-0.000055743688068254233,0.000014569973731254349,0.00003568161202699427,-6.814791270959297e-6
1998-04-20,-0.000054400439396235875,0.000016720877896198028,0.00003641749273830541,-6.894798698198201e-6
1998-04-21,-0.000053113597365653794,0.000018655653856891607,0.00003881483891959858,-7.740822153545768e-6
1998-04-22,-0.00005216938508846284,0.0000177627532783331,0.000037983844666522604,-7.007497193123324e-6
1998-04-23,-0.000052881474344952786,0.000019293654987317943,0.000038421069508021155,-8.160023268144467e-6
1998-04-24,-0.000052945944386169874,0.00002089051257814223,0.0000399489556572874,-8.954435101182767e-6
1998-04-27,-0.00005376267618874323,0.00002023464546593856,0.0000410187805814366,-8.318917682215154e-6
1998-04-28,-0.00005540364736000969,0.00002022399412743292,0.000041495729609652976,-9.287007062319663e-6
1998-04-29,-0.00005304069914952049,0.00002341401567387824,0.000041179151453130114,-9.136090695416321e-6
1998-04-30,-0.00005256521885298299,0.000022380580668723837,0.000040974630826307035,-8.235457087057974e-6
1998-05-01,-0.00005075718978013324,0.000023288784549574393,0.00004171590342644249,-7.477712182846208e-6
1998-05-04,-0.00005193459242778522,0.00002375264169710012,0.000043125689116907395,-9.106215658194472e-6
1998-05-05,-0.00005491711627098259,0.000022390740329697456,0.00004481792453175926,-7.665061548089991e-6
1998-05-06,-0.0000535395138035094,0.000026291386543531026,0.0000422906266388523,-9.77070824509374e-6
1998-05-07,-0.00005337984574602449,0.00002521869721514025,0.000042013082264924506,-8.659797794352553e-6
1998-05-08,-0.00005188370968747583,0.000024072012682507804,0.00003892203433319974,-0.000012350954684436921
1998-05-11,-0.00005112212428797285,0.000026009134770299536,0.000038456407630726996,-0.000013053099648829836
1998-05-12,-0.000050492924041084355,0.000026851166588737208,0.00003829768418622814,-0.0000140133619524474
1998-05-13,-0.000049960521763957604,0.00002542122613857778,0.00003854297011379737,-0.000015708109647127877
1998-05-14,-0.00005082739555143079,0.000025522183104892404,0.00004056734795282457,-0.00001477462480464764
1998-05-15,-0.00005089638773871783,0.000023742005969440427,0.00003959609476666959,-0.000012293710821731363
1998-05-18,-0.00005325499879633444,0.000025574619544804778,0.00004165868615052526,-0.000014533552464279786
1998-05-19,-0.00005149106851630079,0.00002660170371676651,0.00004119194044377439,-0.0000154217801410228
1998-05-20,-0.00005046870673910479,0.000025770081604342687,0.00003954732771110914,-0.000017109825617367402
1998-05-21,-0.000050360229271166247,0.000028158296413421935,0.000039239606305863095,-0.000017075169787494904
1998-05-22,-0.000050998888396819,0.000028459295912136584,0.00003884713969642961,-0.00001614847319120205
1998-05-26,-0.00005298532147299254,0.000029349242671283804,0.00004236994231365809,-0.000016979229516767003
1998-05-27,-0.00005192976839417513,0.00003151839054069128,0.000041103704721601186,-0.000019457584934823302
1998-05-28,-0.00005098022102380872,0.00003140541860546797,0.000039047065160668915,-0.000018154833717198837
1998-05-29,-0.00005192012587905655,0.00002915577529385982,0.00003961434971067046,-0.000017064013148659907
1998-06-01,-0.000052922758037161916,0.000027063718610054188,0.00003996672066741702,-0.00001601394113609489
1998-06-02,-0.00005393185781663505,0.000030413452757144244,0.00003954993134408502,-0.00001799305261740436
1998-06-03,-0.00005412807148069178,0.00003257599907738329,0.000039230898429665206,-0.000020128207143865762
1998-06-04,-0.00005232625982487073,0.000034248761186211896,0.000037904102057950695,-0.000022034192862729896
1998-06-05,-0.00005123312703372102,0.000034228685692583305,0.000039800308298587606,-0.000022190539767152906
1998-06-08,-0.00005073508423924821,0.00003312180058165359,0.00003885108426998629,-0.00001840926953078359
1998-06-09,-0.00005147739274503771,0.000033561118787245325,0.00003711371890263715,-0.0000214832139630583
1998-06-10,-0.00005258361662476756,0.0000299514890097774,0.00003878514614730211,-0.000018638617939714663
1998-06-11,-0.00005375129503112437,0.000030303024707606374,0.00004111812085844102,-0.000017279796331759467
1998-06-12,-0.000053812938509592014,0.00002949864944143399,0.0000414977388497606,-0.000017365210306485857
1998-06-15,-0.0000545452096741943,0.000027596435958843202,0.00004274130313391966,-0.000017992621308582368
1998-06-16,-0.000054135502713530854,0.00003093875792936629,0.000042948878664128554,-0.00002130301573577409
1998-06-17,-0.00005320396927375201,0.00003180237278874176,0.00004470402790296424,-0.00002104399627811393
1998-06-18,-0.000054350432102407274,0.00003339578515587638,0.00004526261306292412,-0.00001843440727122836
1998-06-19,-0.000053090342171365354,0.00003289122690647295,0.00004538374193274741,-0.000015849101817788647
1998-06-22,-0.000052673020809457065,0.0000326639444500898,0.000045545308395733564,-0.000013737781714484587
1998-06-23,-0.00005138344468814646,0.00003421781703477622,0.00005034019866645423,-0.000014859502425024207
1998-06-24,-0.000050030728441684367,0.000035042497554149676,0.000051981880062001995,-0.000014765395976390483
1998-06-25,-0.00004979701241165671,0.000036269944006767085,0.00005230942126582816,-0.000012702537796394076
1998-06-26,-0.0000497739305423283,0.000037901645487808944,0.000053029280326799544,-8.735061128251065e-6
1998-06-29,-0.000050077455547217294,0.000040585833453732345,0.00005701592246465381,-8.1208656336762e-6
1998-06-30,-0.000048957686933978,0.00004059294325131635,0.00005791239870728271,-7.234355253793456e-6
1998-07-01,-0.000048209299818943387,0.000041728915590427684,0.00005950770935136962,-5.337074920952478e-6
1998-07-02,-0.000046661207139496954,0.00004286550015919488,0.00005929870713744512,-3.6035030686609737e-6
1998-07-06,-0.00004706587346235693,0.00004267299759799781,0.00006144926542245299,-2.0995963903591708e-6
1998-07-07,-0.00004568107814496481,0.000041423182847999396,0.00006061539722301834,-2.440228280553569e-8
1998-07-08,-0.00004574012664541288,0.000043917488385863956,0.00006057765034628293,-4.6841673922992655e-7
1998-07-09,-0.00004469474264318744,0.000043411697153245,0.00006197207020575135,3.4060588661455338e-6
1998-07-10,-0.000041330320532478895,0.00004589690252895795,0.00006133487176751551,3.1936155422129797e-6
1998-07-13,-0.00004094317527631613,0.000045510144973226474,0.0000609458733427104,4.142564298481588e-6
1998-07-14,-0.00004139359639870806,0.000045721722978731005,0.000059651238004942986,5.6358234988840294e-6
1998-07-15,-0.00003877581436554303,0.00004540719962567441,0.00005892442947968979,5.364523466111493e-6
1998-07-16,-0.00003857062676364931,0.00004568984027625289,0.000058355428316669844,2.550034878423535e-6
1998-07-17,-0.00003687316421803466,0.00004219442169114962,0.000058547628990879286,3.5033396794670324e-6
1998-07-20,-0.00003953491173423608,0.0000424719395858697,0.00005882995393174939,1.400403040030529e-6
1998-07-21,-0.00003897808008868815,0.000041408606739484766,0.00005778129911165886,-1.6289857072138147e-6
1998-07-22,-0.000038709894564799025,0.000042237929537475294,0.000057018978939005205,-2.589976598688093e-6
1998-07-23,-0.000036626766136434246,0.00004062792091649725,0.00005516753856571466,1.6619431682796115e-6
1998-07-24,-0.000036639546551009386,0.00004021305061116531,0.000056322633628425045,2.480336499327551e-6
1998-07-27,-0.00003809512662618597,0.00004058899115941261,0.00005573870457964425,-9.047677000939558e-7
1998-07-28,-0.00003836347841299783,0.00004147561519443621,0.000055082407138917766,-1.1089831709054643e-6
1998-07-29,-0.00003798164406229578,0.0000418827170972913,0.000056013853069247777,1.8973622920859246e-6
1998-07-30,-0.0000385890403906324,0.00004448417158289808,0.00005636986721835324,1.0062573073676973e-6
1998-07-31,-0.000038366444135620064,0.000045631154509229166,0.000055000910629043887,5.554121070561191e-6
1998-08-03,-0.00004069679089158366,0.00004592944003872779,0.00005561634367262647,1.7602746164857574e-6
1998-08-04,-0.00004062012539489363,0.000045372378922409196,0.0000555158475921691,-3.2657104858668795e-6
1998-08-05,-0.00004124934805052537,0.00004402592147859097,0.0000572187043043626,-1.0460432357528582e-6
1998-08-06,-0.000041947811138319655,0.00004555000089512262,0.000057754947055732586,-1.1641235764803248e-6
1998-08-07,-0.000040458585154689966,0.00004596349971403013,0.00005638264549434613,-8.568870076275381e-7
1998-08-10,-0.000040723413770414615,0.000046488769386426876,0.000055905114479171125,-4.350010782028235e-6
1998-08-11,-0.00004292088495491706,0.00004736858805423627,0.00005641720632709735,-6.732262135766831e-6
1998-08-12,-0.00004302655541751019,0.0000474550328935508,0.000055198449194326926,-5.888339372872586e-6
1998-08-13,-0.00004185072251883441,0.00004759951163801901,0.00005488442905954294,-6.927971567538549e-6
1998-08-14,-0.00004100676702118446,0.000048855796571461996,0.00005271200656131736,-8.33904522773432e-6
1998-08-17,-0.00004054769834596179,0.00004982418946181122,0.00005265132738346834,-0.000010685315320169142
1998-08-18,-0.00003994051434580419,0.000048573762948839194,0.000052762808549045026,-7.92043004216314e-6
1998-08-19,-0.00004366284596488888,0.000046759343899971384,0.000055269760022569336,-0.000010087910459977145
1998-08-20,-0.00004374568199735905,0.00004573491432133259,0.0000547089791757549,-0.000011182497124617718
1998-08-21,-0.000042061333132117746,0.00004545258994270718,0.000052489908117347994,-0.000010640391979288566
1998-08-24,-0.00004467507949449725,0.00004619592945331874,0.00005466124663827676,-9.885628364070254e-6
1998-08-25,-0.000045734038496839634,0.00004722691306247029,0.000053931359288383884,-0.000011466010323646358
1998-08-26,-0.00004579191532412268,0.00004811791180273084,0.00005441683071139014,-0.000011109932007757894
1998-08-27,-0.0000440797517489469,0.000047075578002708784,0.00005274181135472844,-0.000014066732164808027
1998-08-28,-0.000046595185642654905,0.000046439071324871906,0.000055743248438655524,-0.000014617782092163356
1998-08-31,-0.00004545693314121886,0.00004490902080217518,0.00005702131390911136,-0.000010919332777692414
1998-09-01,-0.000043403003917500084,0.00004541331141788563,0.000056571221184020803,-0.000011496088753892852
1998-09-02,-0.00004467687249891806,0.00004920607664740673,0.00005753989532780723,-9.536900402118409e-6
1998-09-03,-0.000045874625099310206,0.0000502519010724678,0.000056192764358475866,-0.00001281767978955628
1998-09-04,-0.00004633667929278059,0.00004865059911343672,0.000056600516911364807,-0.000012500599354536845
1998-09-08,-0.00004454556695607568,0.000044756293703929195,0.00005719747932264596,-0.000012904455283624383
1998-09-09,-0.00004605230477194709,0.00004102563325292241,0.00005644266904941686,-9.896816871524106e-6
1998-09-10,-0.00004586160686127125,0.00004286426958596823,0.00005526974965752718,-0.000013820714997836436
1998-09-11,-0.00004423042292634025,0.000042020094336514546,0.00005444219921124649,-0.000013317637189147469
1998-09-14,-0.00004566316420713938,0.00003951045802619291,0.00005333326740114552,-0.000011955703285548847
1998-09-15,-0.00004702858347997612,0.00003911250311158798,0.000053724287445600094,-0.000010014989348772207
1998-09-16,-0.000045846516556436874,0.000040687282679474635,0.00005329643549206731,-5.3784398729717076e-6
1998-09-17,-0.00004424472808718026,0.00003903272346841846,0.00005262533692118598,-6.208273518715224e-6
1998-09-18,-0.0000394281951246472,0.00003836769203924284,0.00005317665805870675,-7.2714354419356475e-6
1998-09-21,-0.00003733413579965842,0.0000379195362819329,0.000053170452329609486,-5.629499279347083e-6
1998-09-22,-0.00003633606474409017,0.00003708228103160849,0.00005198658459387717,-7.490083396843872e-6
1998-09-23,-0.000038390162558050744,0.00003792569776739363,0.00005393384261670464,-6.0848872338592486e-6
1998-09-24,-0.00003871059266777743,0.000037605675923091386,0.00005644964025841581,-4.748293610801202e-6
1998-09-25,-0.00003908119766036967,0.00003860247714354559,0.00005523937011953084,-7.213935217131873e-6
1998-09-28,-0.000039353931379539744,0.000039466557996220564,0.00005298966158284735,-8.411426269394617e-6
1998-09-29,-0.000039939195173589616,0.00003878614739044606,0.000052405436583691234,-9.905387844455493e-6
1998-09-30,-0.000039449206289947006,0.000040196813521853336,0.000051475130227629506,-0.000011845385027409172
1998-10-01,-0.00004099872202248413,0.00004219063581756277,0.000050254090162293874,-9.204737021040188e-6
1998-10-02,-0.00004213796831054037,0.00004392384886772738,0.00005468889988979875,-7.248522631897458e-6
1998-10-05,-0.0000452554455009587,0.000043966337505668696,0.00005549452101499819,-9.422014534854473e-6
1998-10-06,-0.00004286584767483288,0.00004496414003468674,0.000051827272599946905,-9.88835704285318e-6
1998-10-07,-0.000042469093946986234,0.0000441960396554697,0.00004753478563312985,-0.000011682925071365702
1998-10-08,-0.000047081826862086584,0.00003898797291487788,0.000056505117060179355,-0.000010608603144224293
1998-10-09,-0.0000493355735252585,0.00003605559716851614,0.000053979802767334384,-9.133239684155914e-6
1998-10-12,-0.00005162813553492667,0.00002989635584316197,0.00005729434395357336,-8.82519034905993e-6
1998-10-13,-0.00005398517298903952,0.00003118722781891847,0.00005577077986806955,-7.87379766370444e-6
1998-10-14,-0.00005499167251380368,0.000027769431361346353,0.00005718111112756885,-9.210985741192612e-6
1998-10-15,-0.00005574089805215183,0.00002987268782039809,0.00005744421232928287,-0.000010711967951937407
1998-10-16,-0.00005472103583891905,0.00003141205391726798,0.0000638828038899697,-6.448567045513887e-6
1998-10-19,-0.00005405280586741401,0.000028069276616832228,0.00006650061621571446,-4.67589933855761e-6
1998-10-20,-0.00005380542915349589,0.000027262115984777457,0.00007083596445722762,6.327548529583282e-8
1998-10-21,-0.00005621822685390026,0.000029150879674477714,0.00007450452293644716,-2.7425018773175047e-6
1998-10-22,-0.000051362644655621576,0.000034527414945806356,0.00007490402952364805,-3.12079477138294e-6
1998-10-23,-0.00005067672073769178,0.00003614009194424783,0.00007492003080789011,-5.311963583443102e-6
1998-10-26,-0.00005046547161017284,0.00003645354967660164,0.00007532973112617247,-7.4930948507079265e-6
1998-10-27,-0.00005241523674844679,0.00003541758456357402,0.00007771152882146692,-6.380869404354339e-6
1998-10-28,-0.00005434593881390223,0.00003728188633356222,0.00008160412305818765,-0.000010124163612679205
1998-10-29,-0.00005744844546665574,0.00004035049353673381,0.00008328264727375245,-0.000010611830899953656
1998-10-30,-0.000058180482859706167,0.00004361553069340274,0.00008246533042888249,-9.899342409414036e-6
1998-11-02,-0.000060536197454675756,0.000043489908252397624,0.00008570387215811603,-8.156812862647467e-6
1998-11-03,-0.00006088369940184923,0.00004153575558776823,0.00008326363103683398,-4.414494386595358e-6
1998-11-04,-0.000060795142373337515,0.0000411887590928417,0.00008323894209272265,-1.5779296095863593e-6
1998-11-05,-0.00005977307235912513,0.00004089680901639414,0.00008498603462941956,2.4282232587435892e-6
1998-11-06,-0.00006165685214412654,0.00004395228231582338,0.00008460887158862063,4.290443544607836e-7
1998-11-09,-0.00006204343792237043,0.00004277954290315966,0.00008664615164888367,2.3386533032909718e-6
1998-11-10,-0.00006250229217662573,0.000042580578003437175,0.00008679257667271179,6.510116513647191e-7
1998-11-11,-0.0000632655079040854,0.00004129481692222159,0.00008529793375960937,-3.992095696736531e-6
1998-11-12,-0.00006586505665758122,0.00003857852535063544,0.00008622841282152072,-1.4060631219336983e-6
1998-11-13,-0.00006822235394721753,0.00003834771478836152,0.00008537076265524579,7.737308024002854e-7
1998-11-16,-0.00006592200775901508,0.0000406944978751933,0.0000853857197702923,2.2998741652791033e-6
1998-11-17,-0.00006712919553695337,0.00004387672859698655,0.00008535165366951869,1.6704377019949312e-6
1998-11-18,-0.00006899468712619187,0.00004615093191689956,0.00008535805080250869,-2.5307036587984832e-6
1998-11-19,-0.00006871091688762965,0.000046554253637948184,0.0000856480003936233,6.434960385381938e-7
1998-11-20,-0.00006931333630094096,0.000049245536109021604,0.0000872971712890247,1.3934412883553904e-6
1998-11-23,-0.00007003069401041254,0.00004873663101945258,0.00008610136838388405,8.652578146750578e-7
1998-11-24,-0.00006907212041907568,0.000053262958809918715,0.00008288157858454825,-2.7140887214893716e-6
1998-11-25,-0.00006903628017372991,0.00005113012301147246,0.00008145522881597422,-3.2403820338089417e-6
1998-11-27,-0.00006716106561189614,0.000048574900521736186,0.00007648308779473201,-6.565379915890457e-6
1998-11-30,-0.00006432588364366961,0.00004667572712019341,0.0000765754458703638,-5.438863655837789e-6
1998-12-01,-0.00006314829984580838,0.00004715247700620706,0.00007461732220304107,-9.228247818515722e-6
1998-12-02,-0.00006443914131288922,0.000048735054064996675,0.00007652677015124176,-5.757461379818363e-6
1998-12-03,-0.00006308752778892459,0.00005011795205095426,0.00007795384772268932,-3.3318038964447183e-6
1998-12-04,-0.00006377358605640825,0.00004724029917205219,0.00007950052592342605,-4.110856765549009e-7
1998-12-07,-0.00006506748880614434,0.00004586412720863908,0.00008318291426179236,-2.989936731367937e-6
1998-12-08,-0.00006557550619594091,0.00004511885835531415,0.00008397961706252399,-1.1065776756025159e-7
1998-12-09,-0.00006432371252948049,0.000042931380055372115,0.00008246720006843677,-1.8300031882634293e-6
1998-12-10,-0.00006435332287648238,0.00004266128306398831,0.00008205832915703093,-4.0964018099831634e-7
1998-12-11,-0.00006623453565328024,0.00004155451983992031,0.00008415647563864148,-3.3572410785276396e-6
1998-12-14,-0.00006669615481459127,0.00004010937918474955,0.00008304918838158981,-4.068584093741556e-6
1998-12-15,-0.00006863632317268974,0.00004006673230491642,0.00008312119001058216,-7.331735460969213e-6
1998-12-16,-0.00006904494859765786,0.00003969101479758819,0.00008400693456295238,-7.075594558925147e-6
1998-12-17,-0.00006940242779563847,0.00004027409241033619,0.000086470211329015,-1.1769595876232053e-6
1998-12-18,-0.0000707925773643896,0.00004143331121986282,0.00008973058010253165,-3.5834746914820137e-6
1998-12-21,-0.00007050913020340544,0.000042741693742881504,0.00008757968795475302,-7.140766845437074e-6
1998-12-22,-0.0000704014616860173,0.00004163906723828048,0.00008522451755527127,-8.794821780955253e-6
1998-12-23,-0.00007157868800511861,0.00004227288703001486,0.00008781557405890261,-6.524055823242669e-6
1998-12-24,-0.00007315222107119842,0.00003883836712320621,0.00008961404710766674,-3.2079340403501355e-6
1998-12-28,-0.00007138056066601121,0.00003697936907987032,0.00009231029720430106,-6.883025068571413e-6
1998-12-29,-0.00007186656168988897,0.0000350554249618773,0.00009363192227951345,-7.3071998702989305e-6
1998-12-30,-0.00007036459130927439,0.000034593056145171275,0.00009539923645102144,-3.950187697610019e-6
1998-12-31,-0.00007372091450936249,0.00003642174625836936,0.00009547681676280728,-3.6808488259043592e-6
1999-01-04,-0.00007136287192769895,0.000033213481455879323,0.00009508423646603648,-7.342425225265181e-6
1999-01-05,-0.00006824387876549079,0.00003309858188674242,0.00009147719218421946,-6.007313349321031e-6
1999-01-06,-0.00006708777113461058,0.00003404557346173287,0.00008849288886086937,-6.019737117113344e-6
1999-01-07,-0.0000664997141796147,0.00003500915494125678,0.00008887921793682141,-4.938358636352724e-6
1999-01-08,-0.00006647025349918222,0.00003637780996118556,0.0000882417412956249,-5.07080454115183e-6
1999-01-11,-0.00007146282184402343,0.000037682892466250895,0.00008692440651691946,-5.516939625360706e-6
1999-01-12,-0.0000729517725623548,0.000038225241526967935,0.00008767377452617575,-5.776378583122188e-6
1999-01-13,-0.0000715568855638153,0.00003715921942329392,0.00008867516894095484,-4.809742641109782e-6
1999-01-14,-0.00007348135506742479,0.00003734101012803359,0.00009209732681231264,-3.7840892312956953e-6
1999-01-15,-0.00007128941852856288,0.00003647256507674501,0.00009611732784919891,3.5764833114515504e-7
1999-01-19,-0.00007005359513599503,0.00003819408628952248,0.00009419724727938172,-2.3523608015385555e-6
1999-01-20,-0.00006577094121086592,0.00004213938356176228,0.00009370738212649554,2.1500589845457885e-6
1999-01-21,-0.00006571008626229591,0.00004286756199459174,0.00009106242447265434,2.3463964674563798e-6
1999-01-22,-0.00006678042617429648,0.0000405553707472639,0.0000948835462567521,3.5195057454251444e-6
1999-01-25,-0.00006512512957219653,0.00004432040268173565,0.000096221602287061,3.217260512555775e-6
1999-01-26,-0.00006363854010647592,0.000044918461064219484,0.00009647829653591788,-1.1471932356288406e-6
1999-01-27,-0.00006692162272085367,0.000042551555860359525,0.0000962604294532099,-5.38834212576722e-6
1999-01-28,-0.00006999244798586266,0.00004114189605228247,0.0000960577835768528,-4.832134641474806e-6
1999-01-29,-0.0000687487019658641,0.000042875903155464856,0.00009408005139194264,-7.073528893342118e-6
1999-02-01,-0.00006807999775268895,0.00004442136752780268,0.00009194633367687333,-6.873547376995415e-6
1999-02-02,-0.00006727374338105851,0.00004712547021551439,0.00008939722188738841,-6.753119890290371e-6
1999-02-03,-0.00006847334584499001,0.00004787975434608627,0.00008841304805556893,-7.420091410026419e-6
1999-02-04,-0.00007054743440806563,0.00004942033636834431,0.00008589596880920203,-6.939070579192741e-6
